City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
214,suntar,62.1444,117.6319,-10.769999999999982,91,100,2.64,RU,1698718369
215,skikda,36.8762,6.9092,19.730000000000018,80,92,2.23,DZ,1698718370
216,tolanaro,-25.0319,46.9987,22.589999999999975,92,100,2.47,MG,1698718370
217,karasburg,-28.0167,18.75,13.550000000000011,67,0,5.33,NA,1698718370
218,san patricio,28.017,-97.5169,9.060000000000002,76,100,6.96,US,1698718371
219,tiksi,71.6872,128.8694,-20.569999999999993,100,81,1.18,RU,1698718371
220,nova sintra,14.8667,-24.7167,23.810000000000002,67,72,1.52,CV,1698718371
221,nova vicosa,-17.8919,-39.3719,24.670000000000016,77,64,6.11,BR,1698718116
222,umm kaddadah,13.6017,26.6876,29.370000000000005,24,100,9.19,SD,1698718372
223,las cruces,32.3123,-106.7783,9.230000000000018,45,0,2.06,US,1698718107
224,general conesa,-40.1,-64.4333,9.519999999999982,33,63,6.93,AR,1698718372
225,zilair,52.2332,57.4392,-1.8899999999999864,96,100,4.14,RU,1698718372
226,kem',64.9555,34.5793,-6.360000000000014,89,15,3.29,RU,1698718372
227,lihue,21.9789,-159.3672,27.920000000000016,72,40,3.6,US,1698718373
228,port saint john's,-31.6229,29.5448,14.870000000000005,87,100,2.49,ZA,1698718373
229,puerto maldonado,-12.6,-69.1833,27.25999999999999,69,56,0.58,PE,1698718374
230,argo,37.6333,22.7333,16.69999999999999,73,0,1.35,GR,1698718375
231,lagos,6.5833,3.75,24.329999999999984,92,80,1.01,NG,1698717936
232,tosontsengel,48.7567,98.2839,0.410000000000025,85,100,2.37,MN,1698718376
233,mar del plata,-38.0023,-57.5575,11.75,72,0,3.13,AR,1698718377
234,praia,14.9215,-23.5087,25.44999999999999,78,40,3.09,CV,1698718378
235,iwon-up,40.3231,128.6553,18.05000000000001,55,16,2.88,KP,1698718378
236,mount gambier,-37.8333,140.7667,14.680000000000007,44,76,3.92,AU,1698718260
237,daru,-9.0763,143.2092,27.170000000000016,73,93,5.88,PG,1698718378
238,kapuskasing,49.4169,-82.4331,-5.800000000000011,93,0,3.09,CA,1698718379
239,salahonda,2.1019,-78.7217,26.220000000000027,85,100,2.42,CO,1698718379
240,kresttsy,58.2452,32.5165,0.5199999999999818,100,97,1.0,RU,1698718379
241,lice,38.4592,40.6475,16.180000000000007,46,90,1.67,TR,1698718379
242,punta cardon,11.6581,-70.215,28.610000000000014,75,95,3.86,VE,1698718380
243,shache,38.4167,77.2406,11.660000000000025,32,100,3.04,CN,1698718381
244,kota tinggi,1.7381,103.8999,31.44999999999999,73,100,2.06,MY,1698718381
245,stavern,59.0,10.0333,0.8100000000000023,90,62,9.39,NO,1698718382
246,buala,-8.145,159.5921,28.519999999999982,76,99,0.59,SB,1698718382
247,chibougamau,49.9168,-74.3659,-6.060000000000002,86,40,2.57,CA,1698718382
248,saint-philippe,-21.3585,55.7679,23.920000000000016,81,16,3.95,RE,1698718383
249,antigonish,45.6169,-61.9986,4.019999999999982,96,100,1.56,CA,1698718383
250,port shepstone,-30.7414,30.455,14.889999999999986,88,100,0.48,ZA,1698718383
251,brad,46.1333,22.7833,11.79000000000002,57,8,2.13,RO,1698718384
252,sampit,-2.5333,112.95,31.620000000000005,60,55,1.32,ID,1698718384
253,tsiombe,-25.3,45.4833,20.70999999999998,88,48,3.34,MG,1698718385
254,necochea,-38.5473,-58.7368,8.240000000000009,66,4,3.71,AR,1698718385
255,cooma,-36.2333,149.1333,16.939999999999998,17,0,6.03,AU,1698718385
256,carnarvon,-24.8667,113.6333,25.939999999999998,45,0,3.58,AU,1698718385
257,otaru,43.1894,141.0022,14.910000000000025,63,89,0.34,JP,1698718197
258,kingston,17.997,-76.7936,26.399999999999977,93,100,0.96,JM,1698718386
259,narva,59.3772,28.1903,-2.660000000000025,97,48,2.53,EE,1698718387
260,chebba,35.2372,11.115,24.04000000000002,62,21,3.65,TN,1698718387
261,beloomut,54.9448,39.3394,5.7900000000000205,97,68,4.31,RU,1698718388
262,alice springs,-23.7,133.8833,28.899999999999977,13,2,7.2,AU,1698718388
263,durban,-29.8579,31.0292,14.660000000000025,92,100,2.0,ZA,1698718292
264,lata,40.1629,-8.3327,11.300000000000011,93,100,1.68,PT,1698718389
265,mirny,62.5353,113.9611,-20.28,83,19,1.79,RU,1698718389
266,kalemie,-5.9475,29.1947,23.70999999999998,74,100,0.96,CD,1698718389
267,alo,7.4178,6.7371,23.680000000000007,94,100,2.25,NG,1698718390
268,midvagur,62.0511,-7.1939,3.6100000000000136,75,75,2.06,FO,1698718390
269,sinabang,2.4803,96.3801,26.680000000000007,81,99,1.64,ID,1698718391
270,amahai,-3.3333,128.9167,30.029999999999973,65,48,2.39,ID,1698718391
271,luderitz,-26.6481,15.1594,15.870000000000005,52,3,4.15,NA,1698718393
272,mili,6.0815,171.735,28.730000000000018,76,79,5.18,MH,1698718393
273,arraial do cabo,-22.9661,-42.0278,24.470000000000027,91,100,1.55,BR,1698718393
274,maceio,-9.6658,-35.7353,22.839999999999975,94,0,1.54,BR,1698718394
275,marsh harbour,26.5412,-77.0636,26.75999999999999,87,4,6.74,BS,1698718394
276,vorkuta,67.5,64.0,-9.930000000000007,95,100,3.99,RU,1698718395
277,taungdwingyi,20.0167,95.55,25.600000000000023,75,98,1.66,MM,1698718395
278,taoudenni,22.6783,-3.9836,29.899999999999977,11,5,3.8,ML,1698718395
279,afaahiti,-17.75,-149.2833,27.079999999999984,82,41,8.21,PF,1698718396
280,arawa,-6.2132,155.5367,28.529999999999973,79,94,1.45,PG,1698718396
281,mont belvieu,29.8477,-94.8908,10.629999999999995,90,100,6.48,US,1698718396
282,jalqani,12.4486,34.2186,24.00999999999999,82,80,1.4,SD,1698718397
283,farafangana,-22.8167,47.8333,22.95999999999998,93,12,2.91,MG,1698718397
284,weno,7.4515,151.8468,30.120000000000005,79,100,2.06,FM,1698718397
285,kismayo,-0.3582,42.5454,26.589999999999975,81,19,3.25,SO,1698718227
286,meadow lake,34.8014,-106.5436,6.079999999999984,63,0,1.48,US,1698718398
287,gua,22.2,85.3833,21.519999999999982,68,0,0.77,IN,1698718398
288,popondetta,-8.7537,148.2534,24.389999999999986,96,100,1.21,PG,1698718399
289,benguela,-12.5763,13.4055,24.110000000000014,82,20,2.4,AO,1698718399
290,pandan,14.0453,124.1694,27.420000000000016,88,100,7.15,PH,1698718400
291,punta arenas,-53.15,-70.9167,2.990000000000009,60,3,4.0,CL,1698718401
292,ivdel',60.6911,60.4206,-4.279999999999973,65,98,4.02,RU,1698718401
293,vilppula,62.0212,24.5048,-1.079999999999984,87,100,2.95,FI,1698718402
294,north bend,43.4065,-124.2243,13.95999999999998,66,0,0.0,US,1698718403
295,jumla,29.2747,82.1838,10.740000000000009,68,14,1.31,NP,1698718403
296,port alfred,-33.5906,26.891,14.449999999999989,79,25,6.68,ZA,1698718403
297,falmouth,50.1544,-5.0711,13.470000000000027,82,100,6.17,GB,1698718404
298,kingsville,27.5159,-97.8561,8.25,88,100,7.72,US,1698718404
299,sikonge,-5.6333,32.7667,22.470000000000027,65,100,3.74,TZ,1698718404
300,byron bay,-28.65,153.6167,33.31999999999999,47,2,6.9,AU,1698718404
301,hovd,48.0056,91.6419,6.029999999999973,52,68,4.39,MN,1698718405
302,bataipora,-22.2953,-53.2711,22.75999999999999,93,100,0.51,BR,1698718405
303,nowshahr,36.649,51.496,18.120000000000005,88,40,0.0,IR,1698718406
304,pathein,16.7833,94.7333,26.149999999999977,84,98,4.85,MM,1698718406
305,kashgar,39.4547,75.9797,12.670000000000016,37,100,0.74,CN,1698718407
306,calintaan,12.5667,120.9333,29.420000000000016,67,100,0.36,PH,1698718407
307,visby,57.6409,18.296,9.490000000000009,100,20,4.12,SE,1698718319
308,saltpond,5.2091,-1.0606,25.79000000000002,92,29,2.32,GH,1698718408
309,rach gia,10.0167,105.0833,28.79000000000002,78,20,4.05,VN,1698718408
310,duluth,46.7833,-92.1066,0.18999999999999773,90,100,3.6,US,1698718408
311,sheregesh,52.9209,87.9869,4.569999999999993,99,100,2.45,RU,1698718169
312,belebey,54.1167,54.1167,-0.4700000000000273,97,100,5.76,RU,1698718409
313,mantua,45.1667,10.7833,15.740000000000009,91,10,1.34,IT,1698718409
314,broome,42.2506,-75.833,6.100000000000023,95,100,4.12,US,1698718410
315,el porvenir,13.7617,-87.3458,22.779999999999973,99,100,1.46,HN,1698718410
316,umred,20.85,79.3333,21.310000000000002,71,76,2.41,IN,1698718411
317,mohr,54.3528,9.7167,10.79000000000002,98,100,2.57,DE,1698718411
318,prado,-17.3411,-39.2208,24.189999999999998,79,45,4.56,BR,1698718411
319,gerze,41.8036,35.2011,19.279999999999973,69,96,2.66,TR,1698718412
320,fuglafjordur,62.244,-6.814,3.410000000000025,66,70,7.37,FO,1698718412
